Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence
55,3U18MJKL1TLZPA29N4MRJERVTP5NC7,4.0,5.2,2.8,36,181,55.5555555556,5.5,58.3333333333,"3) you have to determine your print queue name, check with netgear for this, I am using Dlink DI-724P+ and the queue name is ""lp"", so perhaps you would want to have a try with this."
56,3IHWR4LC7CC5Z6159CTUCKZVHZR8I7,2.8,5.0,4.4,6,30,83.3333333333,6.0,83.3333333333,4-Albany NY has a great museum
57,35U0MRQMUI6D648LF0H9OVFP46QVOT,3.4,2.2,5.8,8,46,68.75,7.375,75.0,4.) Are washing machines the new water savers?
58,38DCH97KHG170LL7DOVUACZVOK1QJB,2.6,2.6,3.8,3,17,83.3333333333,3.66666666667,66.6666666667,4. Click Forward.
59,3MIVREZQVGX2B5RPV9V6BRZ8391QKA,4.2,5.4,3.4,22,118,59.0909090909,6.22727272727,59.0909090909,"4)from here on, you should be able to carry on, choose the correct printer driver and do a test page after installing."
60,374UMBUHN4OXKN7TK083SDXNI7RCTX,5.0,5.6,2.6,13,63,88.4615384615,3.46153846154,53.8461538462,"4. In the ""host:"" box, type the IP address of the print server."
61,3HEADTGN2ORG3H017SYDIQKUFTAVR2,5.4,6.2,2.0,21,125,83.3333333333,4.19047619048,71.4285714286,"4NASA and ATK successfully conducted an Ares I main cluster parachute test at the U.S. Army Proving Grounds in Yuma, Arizona."
62,3ZC62PVYDG9S42R8G65NVT33WL3XX3,4.2,4.2,6.0,6,32,33.3333333333,10.1666666667,66.6666666667,"4)Please, do not take the train."
63,3X52SWXE0W4PC4BNF5DEFX4MM19CWN,5.0,5.4,4.0,13,68,65.3846153846,2.76923076923,53.8461538462,"4) The story, along with the object, will then be auctioned on eBay."
64,3M0556243RJ6SMMJE6CSRKCYQ2XNFI,6.4,5.2,4.8,12,80,75.0,6.58333333333,58.3333333333,"4) ""We find no clear relation between income inequality and class-based voting."""
65,3L55D8AUF9WT196NU6V20UP2X99CYM,2.8,4.6,4.2,5,35,80.0,3.0,100.0,50 kb/s doing Scottsdale.AZ server.
66,3YGE63DIN7W5ICG73PKUKW2LDCD0WJ,3.2,3.0,6.0,7,47,78.5714285714,2.57142857143,71.4285714286,5.) Harry Potter sports an environmental audit.
67,3BA7SXOG1IPIS54OZZN3QC0M4VA8RB,3.0,4.4,3.4,12,57,66.6666666667,4.16666666667,41.6666666667,5. Leave the Port as 9100 (default for me already in box)
68,3WGCNLZJKE76GV1YIDJ46DWABOCD1P,2.4,5.6,4.2,8,43,81.25,2.625,75.0,5)Many spas around- try the Mirror Lake Inn
69,3J06WJ78HMJ8WOHIGC3NJN9X0ZNVVV,4.8,6.2,2.2,30,170,81.6666666667,3.33333333333,56.6666666667,"5On Sept. 10, 2009, NASA and industry engineers lit up the Utah sky with the initial full-scale, full-duration test firing of the first stage motor for the Ares I rocket."
70,31ODACBENTE0ZO4X0I482DQIK3EQSR,2.6,5.0,4.0,11,57,59.0909090909,6.72727272727,54.5454545455,5) The winning six-word writer gets to keep all the loot.
71,3MQKOF1EE1NZHWH1F18PZ3M471MDWP,2.2,4.4,3.6,11,56,54.5454545455,4.63636363636,63.6363636364,"6:13: So far, we've had a mummy, a cowboy, a ladybug...."
72,3OKP4QVBP1W5M3OPGMD5NZSASAYAGK,5.2,6.0,2.2,31,173,83.8709677419,4.58064516129,67.7419354839,"6At the Shuttle Landing Facility at NASA's Kennedy Space Center in Florida, hardware that will be used in the launch of the Ares I-X rocket is offloaded from a C-5 aircraft."
73,3HA5ODM5K9RS4W0EMHYI80PQ1VTSVN,3.0,4.0,4.4,5,29,70.0,4.0,60.0,"6. click the ""Forward"" button"
74,39O6Z4JLX1W00DMDGR45786IGAVVXY,1.4,1.6,3.6,3,14,50.0,0.0,66.6666666667,"6) Fun, right?"
75,3X2LT8FDHVHN01LAYTX9DB83WAP8WE,3.8,5.8,3.8,20,119,80.0,3.2,65.0,"6) There are many great restaurants- Mirror Lake Inn, the Interlaken, Great Adirondack Steak and Seafood to name a few."
76,3W9XHF7WGJUF3LJHCDP1GWAVNG0KTI,3.0,5.2,4.2,15,76,36.6666666667,4.73333333333,60.0,"7:16: We've been honing our act, and we finally got 4 little girls to laugh."
77,32PT7WK7DLE2QYFD5HXNU6B798QD3H,5.6,6.6,3.8,38,266,72.3684210526,3.52631578947,60.5263157895,"7 Florida utilities and tech firm to receive $264 million: Energy grants announced Tuesday by President Obama include $264 million for seven Florida utilities and an Orlando technology company, with each grant requiring final negotiations and matching contributions."
78,351S7I5UG8VMXO8FXW3D6I4QJ9ENJL,4.4,4.4,2.6,11,63,81.8181818182,2.81818181818,45.4545454545,7. Select the Printer manufacturer and the model from the lists
79,3SBNLSTU6T43BRM6QOSWY7GMO3QDZF,3.2,3.4,3.2,3,17,83.3333333333,3.66666666667,66.6666666667,"8. click ""Apply."""
80,3PUV2Q8SV337TTJQKACTCP9JX04BD7,5.2,5.8,4.8,33,202,87.8787878788,5.69696969697,72.7272727273,"8In High Bay 4 of the Vehicle Assembly Building at NASA's Kennedy Space Center in Florida, the Ares I-X upper stage simulator service module/service adapter (left, center) has been installed on a stand."
81,38O9DZ0A61MEK74FRUB45QWNM84628,5.6,6.4,4.2,32,185,89.0625,4.84375,68.75,"9In the Vehicle Assembly Building's High Bay 3 at NASA's Kennedy Space Center in Florida, the Ares I-X aft center booster segment is lowered for attachment to the aft booster and skirt."
82,3X2YVV51PT35P11PZ8OUY1LVI4IW1H,5.6,6.6,4.0,32,159,78.125,2.5,43.75,"A $1999 option upgrades the CPU to a ""Nehalem"" quad core 2.66GHz Core i5 750 processor, or for $200 more, a Core i7 860, both of which include 8MB of L3 cache."
83,3ULIZ0H1V94BCIM5371L818IY7F156,2.4,3.6,4.4,9,42,77.7777777778,4.66666666667,66.6666666667,A 2 room suite or adjacent rooms is great.
84,3UDTAB6HH5YU6G3ZAEA26CUAFBS902,5.4,6.2,3.8,20,124,77.5,6.35,70.0,"Abbas, however, took part in a negotiating process launched at Annapolis in late 2007 by Obama's predecessor George W. Bush."
85,3S8APUMBJWI4RDXMBG7J0PC49DKBFI,5.6,4.6,4.8,16,92,65.625,3.25,62.5,Abbas is fighting a perception among his people that he repeatedly caves in to U.S. demands.
86,3HJ1EVZS2NIWR8YINIS7ZVSBO9I3RE,5.6,5.4,4.2,34,210,79.4117647059,2.91176470588,64.7058823529,"Abbas spokesman Nabil Abu Rdeneh, responding to Clinton's comments, said, ""There can be no excuse for the continuation of settlements, which is really the main obstacle in the way of any credible peace process."
87,3S1WOPCJFFSI3IV24X0UGVAH5HEJET,6.0,6.0,3.6,12,85,91.6666666667,4.5,75.0,Abbas suspended negotiations over Israel's offensive last December in the Gaza Strip.
88,3DA79LNS58U97NBAR7X2ZATTCUET3G,5.6,5.8,4.0,20,147,80.0,4.45,75.0,"Abdullah Abdullah, Karzai's challenger, has threatened a possible boycott, saying that the Afghan election commission is in the president's pocket."
89,39XCQ6V3KX36J4N29DD23XZZ6IV659,5.0,5.8,4.2,16,101,84.375,3.375,62.5,"Abdullah canceled a planned trip to the Indian capital, Delhi, to attend a conference there Saturday."
90,36GJS3V78UPGNWRTASQIGYVTIXTJGA,5.8,6.4,2.6,34,231,76.4705882353,4.55882352941,64.7058823529,"Abdullah complained Monday that there were no assurances that the November vote would be fairer than the first balloting and demanded that the head of the Karzai-appointed Independent Election Commission, Azizullah Lodin, be fired."
91,3M47JKRKCW0P6M647BK5FH9Q88W68B,5.6,6.0,3.4,27,165,64.8148148148,6.0,59.2592592593,Abdullah has called a press conference for 10 a.m. Sunday to announce his final decision after Afghans and Westerners close to the challenger said he would withdraw.
92,35F6NGNVM7IR86CXTJ0SCR59HW0T7L,1.0,2.2,3.6,6,29,83.3333333333,9.66666666667,66.6666666667,A BIG THANKYOU GOES TO holli!
93,35YHTYFL1F2J0RVSGXYJ116BC5ZFVR,6.0,5.8,3.6,17,96,85.2941176471,4.58823529412,58.8235294118,A board of inquiry blamed the crash on several factors and ordered removal of the strobe lights.
94,3JGHED38ECQNPSBR3PNRK8XOWYIY7F,5.8,6.4,3.2,57,328,80.701754386,5.64912280702,66.6666666667,"ABOARD U.S.S. NEW YORK, off Virginia - The fresh sun warmed sea air swept across the deck of this ship as it continued to push north through the swells on Saturday morning, but inside the windowless lower passages, the air was kept bracingly chilly, still heavy with the sterile, mechanical smell of the world's largest new car."
95,3T5ZXGO9DDNX00QBVAYGY6NL7IEQZW,5.4,6.2,2.4,13,68,69.2307692308,3.23076923077,38.4615384615,"About 40 guests were at the Halloween party, aged between 59 and 77."
96,3YCT0L9OML8FWRR5KQCRYJVDFSRNS1,6.4,6.0,4.2,18,100,72.2222222222,6.38888888889,61.1111111111,"About 40 miles from Laheri, a processing plant owned by Essar Steel has been closed for five months."
97,3RDTX9JRTX08OR3JVDVBLR4XNPY972,5.0,6.4,2.8,22,122,70.4545454545,5.13636363636,63.6363636364,"About 60 oiled birds, about half that had died, were found at that site, according to the East Bay Regional Park District."
98,3VMV5CHJZ7EA1ZNYMM4MI4I2GZJTGO,4.6,5.2,4.2,15,88,66.6666666667,3.06666666667,53.3333333333,"About 75 percent of members voting nationwide rejected the deal, one of the people said."
99,3F6045TU7CNC2ARCAATVZNV3IFM99E,4.8,5.6,4.4,16,92,78.125,3.0625,68.75,"About a month ago, a woman accused Sowell of rape and felonious assault, Stacho said Friday."
100,3ZVPAMTJWM2XLKA6IXZRIPHKSENRGA,3.6,5.4,4.6,45,242,61.1111111111,3.82222222222,57.7777777778,"About a week ago, geohot released an update to his iPhone jailbreaking software dubbed Blackra1n RC2, and while that was all well and good for all you AT&T guys, it did leave those of us who need a baseband unlock on our iPieces wanting more."
101,3N3WJQXELRPW3S7MEYH6U9EKC3SL2U,5.6,5.4,2.4,18,110,77.7777777778,4.83333333333,61.1111111111,"About two weeks later, the Social Security Administration sent a letter to CMS backing her claim of innocence."
102,3NCN4N1H1FGGF5A394QW8ULDB46BNP,3.0,4.6,4.4,22,122,61.3636363636,9.0,50.0,"about wifi-radar: it shows me the same networks as network manager, but it does a better job of getting connected to them."
103,382GHPVPHRQPQ2WKC6WUR2H1WVY43W,4.6,5.4,4.4,29,160,82.7586206897,4.31034482759,55.1724137931,"Above all, the web is shifting, from static pages to social media, from search to discovery, and the long-term leadership of that new web is still up for grabs."
104,3S4TINXCCZMYXQAFAJQ9NJLI1EBBO4,5.8,5.8,4.6,37,208,63.5135135135,7.2972972973,64.8648648649,"A British nuclear expert who fell from the 17th floor of a United Nations building did not commit suicide and may have been hurled to his death, says a doctor who carried out a second post-mortem examination."
105,36D1BWBEHM0G9AP7EAILUMT9C8JM2Y,5.8,5.8,3.0,16,97,87.5,6.5,68.75,A Canadian study showed marathoners' blood post-race was like that of a mild heart attack victim.
106,3MDWE879UG1VQ3698U7RQTQT6FP9BO,5.8,6.0,3.2,37,243,79.7297297297,2.7027027027,64.8648648649,"Accident investigators who began arriving in San Diego on Saturday would review communications between the pilots and between the pilots and the FAA and military controllers, said Capt. Tom Farris, commander of the Coast Guard's 11th District."
107,3OZ4VAIBEWEZ5THOZNP4GZY35CHJVZ,6.0,6.2,4.6,30,180,85.0,4.0,53.3333333333,"According to a 2009 survey by the Center for American Progress, a think tank, the majority of millennials focus less than their parents on battles over sexual orientation and race."
108,3TTPFEFXCSJIZX7XAFEBSU2PBRM6HQ,6.0,6.2,2.8,54,306,67.5925925926,5.62962962963,59.2592592593,"According to an article in AmLaw Daily: The firm has revamped its associate model, doing away with associate classes based strictly on entry date in favor of three associate groups that will have formal training from the time they enter the firm until they are ready to be considered for partnership. . . ."
109,3H1C3QRA00IVV4PWU5J8TRXMFX5ECA,5.8,6.0,4.2,31,186,70.9677419355,7.25806451613,67.7419354839,"According to a source close to the negotiations, RBS is also ""near 100% certain"" to be putting its insurance division back on the market, including Churchill, Direct Line and Green Flag."
110,3W9XHF7WGJUF3LJHCDP1GWAVNG0TKR,5.8,4.8,5.4,13,101,69.2307692308,3.07692307692,76.9230769231,"According to Environment Commissioner Egbebike, local residents have also contributed to the problem."
111,3PMR2DOWON0S4HJOQPKN6ZFLARP45M,5.8,5.6,3.6,21,144,71.4285714286,4.0,76.1904761905,"According to Google, Social Search will enhance the search experience on Google by providing users with more personally relevant search results."
112,3W5PY7V3UO6G9NCT4YCONY2XNTJJY8,5.6,5.6,4.4,17,97,52.9411764706,4.17647058824,64.7058823529,"According to his son Qian Yonggang, the Kuomintang once invited Qian to come back but he refused."
113,334ZEL5JX5EXECRHL5C4D8VI52XOSI,5.2,5.4,4.8,23,143,67.3913043478,3.5652173913,65.2173913043,"According to insiders, the real ""This Is It"" plan was not a single film, but a three-year rollout to rehabilitate Jackson's deteriorated image."
114,388FBO7JZQSCSD3EJW4GG5JEWDNNYF,4.8,6.0,4.8,24,170,75.0,3.66666666667,75.0,"According to my correspondent, this is a unique chance to sample home-style traditional Polish fare, including white borscht, pierogies, blintzes, golambki and much more."
115,3P4ZBJFX2U2WFGVX673FN3PPJE1WFI,4.8,5.8,3.2,13,81,65.3846153846,2.15384615385,76.9230769231,"According to Nutt, tobacco should rank ninth, ahead of cannabis, LSD and ecstasy."
116,3FTID4TN8KXM4D0T7JO13DFPRINYLO,5.2,5.6,3.8,29,159,68.9655172414,7.55172413793,62.0689655172,"According to one source, Mr Blair's proposed role for Tesco would simply have been to act as a figurehead for their drive to break into the Middle East market."
117,37M4O367VIH8878UWTKJSTWLWIAM5Z,4.0,5.8,4.2,30,169,78.3333333333,5.23333333333,60.0,"According to other forum posts on the web, someone was able to get this working on Cingular with the proper init/dial string, but this would be specific to the provider."
118,35JDMRECC388CG51WRFRJII1DPXEGK,5.8,5.8,4.4,34,206,79.4117647059,5.14705882353,61.7647058824,"According to Red Teeth, the Chandlers were being driven to Baxdo, an inland town along an extremely dusty and bumpy road about halfway between the coast and the main highway running through central Somalia."
119,3HO4MYYR11NN4JDHAELAB9RF5ZOU6F,4.8,6.2,3.2,37,231,77.027027027,4.40540540541,59.4594594595,"According to the battery app, it's the display that's the most power hungry component: 51-percent of the power had been chomped through by that, with voice calls at 16-percent and the Android System itself accounting for 8-percent."
120,3U74KRR67LKGBR4K9QHH8ORZHB5TNW,4.8,5.0,5.0,11,64,54.5454545455,7.54545454545,63.6363636364,"According to the complaint, Yee did not make any trades himself."
121,3HXK2V1N4JEGH0TL37KQHH9CGM6G2J,3.8,4.4,4.6,26,172,65.3846153846,3.26923076923,73.0769230769,"According to the News, ""When the nurse called for a student Thursday morning, Nikiyah's teacher misunderstood and sent the wrong student, [NIkyah's mother Naomi] Troy said."
122,3JTPR5MTZRBDIJ8RBH73DG4H7DFK5S,6.2,6.6,3.2,49,311,78.5714285714,4.16326530612,65.306122449,"According to the Shanghai Jiao Tong University Press, the press is currently compiling a picture album of Qian and a collection of his writings based on 800-plus-page documents retrieved from the U.S. National Archives, which include details about his encounters with the U.S. government and his trip back home."
123,3OND0WXMHVEMCC0CGXX94IU2SPAHEM,2.6,4.6,3.4,15,148,70.0,2.13333333333,80.0,"According to this guide:  http://www.askdavetaylor.com/how_do_..._mac_os_x.html  I just need to add ""defaultos=macosx"" to the /etc/yaboot.conf file."
124,3421H3BM99G18M4LWMK8OH96EKY9J9,6.2,6.2,4.6,31,205,77.4193548387,2.74193548387,64.5161290323,A clouded electoral picture would further complicate the Obama administration's efforts to decide whether to send tens of thousands more troops to Afghanistan to battle the Taliban and its al-Qaida allies.
