Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence
108,3TTPFEFXCSJIZX7XAFEBSU2PBRM6HQ,6.0,6.2,2.8,54,306,67.5925925926,5.62962962963,59.2592592593,"According to an article in AmLaw Daily: The firm has revamped its associate model, doing away with associate classes based strictly on entry date in favor of three associate groups that will have formal training from the time they enter the firm until they are ready to be considered for partnership. . . ."
111,3PMR2DOWON0S4HJOQPKN6ZFLARP45M,5.8,5.6,3.6,21,144,71.4285714286,4.0,76.1904761905,"According to Google, Social Search will enhance the search experience on Google by providing users with more personally relevant search results."
113,334ZEL5JX5EXECRHL5C4D8VI52XOSI,5.2,5.4,4.8,23,143,67.3913043478,3.5652173913,65.2173913043,"According to insiders, the real ""This Is It"" plan was not a single film, but a three-year rollout to rehabilitate Jackson's deteriorated image."
119,3HO4MYYR11NN4JDHAELAB9RF5ZOU6F,4.8,6.2,3.2,37,231,77.027027027,4.40540540541,59.4594594595,"According to the battery app, it's the display that's the most power hungry component: 51-percent of the power had been chomped through by that, with voice calls at 16-percent and the Android System itself accounting for 8-percent."
121,3HXK2V1N4JEGH0TL37KQHH9CGM6G2J,3.8,4.4,4.6,26,172,65.3846153846,3.26923076923,73.0769230769,"According to the News, ""When the nurse called for a student Thursday morning, Nikiyah's teacher misunderstood and sent the wrong student, [NIkyah's mother Naomi] Troy said."
127,32W3UF2EZNKD32S35Z7VK5LV28B4CU,5.6,5.6,3.8,15,94,63.3333333333,5.53333333333,73.3333333333,A complete experience will unfold that will be interactive and convert to new revenue streams.
133,3W0KKJIARQ8W51RT9FE6P0E893GK8U,4.4,5.4,4.8,11,63,81.8181818182,2.81818181818,63.6363636364,Activists dump tonnes of coal in Vattenfall protest (28 Oct 09)
143,3H6W48L9F3O86TKRKAZKZX3TLKOWPL,1.4,3.6,4.6,8,45,50.0,3.375,62.5,ADDED: I swapped in a slightly different pic.
145,3S8A4GJRD22NHY2HF4VF7VTYJ6X6VG,4.2,5.2,4.2,28,166,67.8571428571,5.32142857143,67.8571428571,"Add your shots to The Consumerist Flickr Pool, and perhaps they'll get featured in a future story, or even highlighted in a Friday Consumerist Flickr Pool Finds post."
154,3MG8450X2N9VEPVMPAKJH9IW04EUPL,3.0,2.8,6.0,5,20,100.0,4.6,60.0,A Few Buck the Trend
155,371QPA24C1NDXKXV43JJBHEWEA11TX,4.6,4.6,4.6,15,88,66.6666666667,5.6,66.6666666667,A few companies have decided to buck the trend by not offering any employment contracts.
156,3Z33IC0JCZLAZH4FDBYRR5K09759VU,2.6,4.6,3.8,11,51,81.8181818182,5.90909090909,54.5454545455,A few days ago we got Motorola's Droid in the mail.
158,375VSR8FVV8XC15B8PNG3WXQ34HZR7,5.6,5.6,3.8,23,118,78.2608695652,6.39130434783,56.5217391304,"A few of President Obama's top advisers, as well as one or two rare guests, sit down on the network sofas this Sunday."
171,3ABAOCJ4R73X1TRSGL8MQ4RCSEXMQC,5.6,6.0,4.6,22,130,65.9090909091,7.27272727273,68.1818181818,"After Afghan President Hamid Karzai fell short of the 50 percent required to avoid a runoff, a second round was hastily scheduled."
172,3B9J25CZ24CW5NUEV03DI811GOESCP,5.6,4.8,4.2,14,84,64.2857142857,5.0,71.4285714286,"After all, average investors aren't likely to sit down and read an 18-page contract."
173,3NSCTNUR2YM766Z5ZQUEJ21L21M5AZ,4.0,5.6,4.4,17,116,64.7058823529,3.47058823529,58.8235294118,"After all, it's building its new 3-million-square-foot headquarters in Santa Clara - enough to house 11,000 workers."
174,3S37Y8CWI7ZMH0Y8MQ7WWZSYUOT4W3,4.4,4.6,6.4,13,71,73.0769230769,5.07692307692,53.8461538462,"* After all these years, Bush is still a millstone around Blair's neck."
178,3GMLHYZ0LDWPN3NNGXG2U0B849HUYF,4.8,5.0,4.2,19,127,84.2105263158,3.63157894737,68.4210526316,"After Chanel's barnyard spring 2010 extravaganza, it's only natural for Vogue to hit the farm for November's environment issue."
180,3UOMW19E6C5VZLW3J4Q5PXR92475C1,4.8,6.4,2.8,34,207,77.9411764706,4.88235294118,61.7647058824,"After Conrad announced her decision to bail on TV in the hopes of leading a more private life focused on her fashion career, producers brought in Conrad's old schoolmate, Kristin Cavallari, as a replacement."
187,3IKDQS3DQDZ7B9RIQO9ZE6VE7QCICN,4.2,6.2,5.2,27,163,64.8148148148,5.51851851852,62.962962963,"After over eight hours use, with push email and Exchange active, WiFi and Bluetooth turned on, and plenty of use, we were still seeing 30-percent remaining charge."
189,35O6H0UNLRFI7Z29TW7RC144SOG5JF,2.8,4.4,4.2,21,109,66.6666666667,5.71428571429,57.1428571429,"After reading many of your articles and Sarah Palin's facebook page, I knew it was time to get off the couch!"
192,3M67TQBQQGNQ7T1H2G7VVI6NOX4A9U,5.2,5.2,5.0,20,109,32.5,8.05,60.0,"After she did so, the company wrote back saying it was reorganizing the department and would get back to her."
201,3RQVKZ7ZRJIXO7IKA4GWB4WJHJO273,5.4,6.2,3.2,34,192,77.9411764706,7.58823529412,55.8823529412,"After two and a half minutes, the main part of the 327-foot (100-meter) rocket splashed down as planned in the Atlantic Ocean as applause broke out in a relieved and excited NASA control room."
204,3909MD9T2YG2YG96L7991XIPCAXFEM,6.2,5.0,3.0,20,123,57.5,7.85,80.0,"A full review with performance benchmarks will be presented next week, so present any questions you'd like to see answered."
208,3PCPFX4U4ZPRVJZBUY49VE73VDLQF9,5.0,2.4,4.8,19,101,55.2631578947,5.31578947368,52.6315789474,"Again, thank you for the work you do and please continue to spread the word for the Hoffman campaign."
209,3DZKABX2ZH4CXFBIPV8ITVL8FS8CVE,3.6,2.4,4.6,6,39,50.0,5.0,83.3333333333,Again: the truth just sounds different.
211,37OPIVELUT2JMZJ00SVN8Z4B7ACAHK,5.2,4.6,4.0,19,126,84.2105263158,5.31578947368,73.6842105263,"A good conservative Hispanic candidate, Marco Rubio, is being dismissed in favor of the uber-liberal Charlie Crist in Florida."
221,3AFT28WXLE18KYOLGTIQ96PVW4VIOK,5.6,6.2,3.0,29,198,84.4827586207,4.1724137931,68.9655172414,"A joint venture between several major networks, Hulu delivers free, ad-supported programming via online streams - an untested model for long-term profitability, at least when it comes to television."
233,3MQKOF1EE1NZHWH1F18PZ3M471NDWQ,2.4,4.2,3.8,33,175,43.9393939394,4.63636363636,54.5454545455,"A little Google-fu later and I found that it wasn't a particularly pricey item, but it would be much appreciated by my friend and show that I notice things that matter to him."
234,3PGQRAZX01J98QVJRSL2FZTKJCWSYX,5.4,6.2,3.2,56,319,78.5714285714,3.96428571429,55.3571428571,"All 14 of the tanks will be used by the chemical steam generators units that will be installed on the A-3 stand for creating simulated altitudes of up to 100,000 feet, a testing environment for Constellation, initially to validate the performance of the J2-X engine for the upper stage of the new Ares I launch vehicle."
236,3IJ95K7NDWBC6MIEPQIA95CARHYNGI,3.6,4.0,4.2,14,80,78.5714285714,3.57142857143,57.1428571429,All boosted by the frictionless billing that Apple has created in the App Store.
247,3O4VWC1GEV5FTKF5FDJYX46KESP3JN,4.4,4.0,6.0,14,78,39.2857142857,8.0,64.2857142857,ALL the support he gets will help guarantee our country a much needed victory.
248,324N5FAHSWAUGDN6H8PGHEYGK1HVKA,4.4,5.6,4.6,28,172,76.7857142857,3.67857142857,60.7142857143,All the video from the L.A. rehearsals and the London concerts was to be fashioned into a blockbuster theatrical release which promised to bring in countless millions more.
251,3SR6AEG6W4SKIHH3GY93BLMIA1FYHI,5.0,4.2,4.6,19,115,76.3157894737,4.21052631579,63.1578947368,"All told, the ""bold buckaroo with the cold green eyes"" had served his country faithfully for some fifty-five years."
257,338431Z1FKELDXR46GCZNYQMJ0FORV,3.0,6.0,4.8,36,241,86.1111111111,2.66666666667,58.3333333333,"Alongside Speidi, Audrina and the rest of the well-tanned Cali kids, Cavallari reprises the role she stepped into as a teenager on Hills precursor 'Laguna Beach': a flirtatious, manipulative man-eater, all shiny locks and come-hither stares."
260,307L9TDWJXRBCA6QUBBQQBN1NCU3NR,4.2,5.2,4.6,36,195,69.4444444444,6.05555555556,55.5555555556,"Along with comparison shopping and making a simple price book, one of the often overlooked uses for ubiquitous capture - but one I use all the time - is using your notebook to capture gift ideas."
265,3HA5ODM5K9RS4W0EMHYI80PQ1VUVSR,5.4,5.4,2.6,22,135,84.0909090909,4.68181818182,63.6363636364,A lot of politicians and political operatives in DC are very impressed by polling that shows people concerned about the budget deficit.
267,3FHTJGYT8MZC97UR55V2DUH5RW0GP8,6.0,5.2,5.0,13,104,61.5384615385,3.23076923077,76.9230769231,Already these distinctions are merely fossilized conventions that stem from consumers' discovery habits.
274,3J06WJ78HMJ8WOHIGC3NJN9X0ZOVVW,3.6,4.2,3.2,14,88,85.7142857143,2.85714285714,71.4285714286,"Also, for The Ticket's latest coverage of these shows' recent ratings moves, click here."
291,3XU9MCX6VNB76Q2ZJIE2GLNJIVIR2R,1.6,2.2,4.4,4,22,50.0,1.5,75.0,Also on Facebook here.
299,3126F2F5F72EPTY0ZA5EDRWTEGLEPP,5.6,5.8,2.8,20,109,62.5,4.45,70.0,"Also, the segment I taped yesterday with Bill Moyers should be available on the PBS site later today -- here."
311,368IUKXGA47ACE5LTSMG134GXIX6PW,4.6,5.6,5.0,16,108,62.5,7.75,75.0,"Although, given pigeons' tendency to carry disease, I'd recommend training a cat, spouse or younger sibling."
317,34HEO7RUG5TWBTX3WX7HM36HUJARAY,4.6,5.6,5.4,30,180,76.6666666667,4.23333333333,53.3333333333,"Although this race is probably closer to a toss-up than advantage Castle, it still seems to feature the cleanest path for an opposition party takeover than any of the alternatives."
321,34D9ZRXCYQT8C8XGBM7MCDBDGLUSAO,4.4,4.2,4.0,15,74,86.6666666667,4.06666666667,46.6666666667,A map showing the percentages of for all the states is at the Gallup site.
323,3TTPFEFXCSJIZX7XAFEBSU2PBRNH62,5.8,5.8,4.0,31,204,75.8064516129,5.03225806452,61.2903225806,"A Maryland woman lost her accounting job after a background check performed through the FBI's criminal database indicated, erroneously, that she was unsuitable for the job, according to the Baltimore Sun."
324,3URJ6VVYUOMECRP6V4GMF5FCRMUO4B,5.2,5.8,3.6,20,120,80.0,6.5,55.0,A massive part of the profit from the concerts would have come from the high-definition video taken at each performance.
326,34O39PNDK571U32V2B7DHEQNC1VRBT,5.0,4.4,5.2,22,135,79.5454545455,4.0,59.0909090909,"American women have all these things, yet there is a notable lack of women, both Democrat and Republican, in national political office."
330,3QGTX7BCHO187E7DBIAD0VSUBMSZ5T,5.0,5.8,2.8,26,168,84.6153846154,3.96153846154,61.5384615385,"Among his chestful of awards were the Navy Cross, two Silver Stars, two Distinguished Service Crosses, two Distinguished Service Medals, and two Legion of Merit Awards."
336,311HQEI8RRFNUILWZBPAYF6Q2SNZ78,6.0,6.4,3.6,32,208,85.9375,4.96875,65.625,"Among the thirteen new taxes found in the bill by Americans for Tax Reform is the ""medicine cabinet tax,"" which bars people from paying for non-prescription medicine with tax-deferred health savings accounts."
337,3OZ4VAIBEWEZ5THOZNP4GZY35CIJV0,5.2,5.4,4.8,50,316,75.0,3.84,64.0,Among the three most closely watched off-season elections - including an open governor's race in Virginia that the Democrats apparently are poised to lose despite the efforts of President Barack Obama there - none is more peculiar than the contest in New York State's remote and farflung 23rd Congressional District.
341,3421H3BM99G18M4LWMK8OH96EKZ9JA,5.8,5.8,4.8,25,146,72.0,3.44,64.0,An Admiral in John Ford's 1945 film version of the story explains the brutal rationale for allowing so many Americans to be defeated and captured:
346,3LN3BXKGCZU2TGRSHR9X5OP1KT2WGI,5.0,5.4,5.8,24,128,66.6666666667,4.79166666667,45.8333333333,"And all indications were that he was in the thick of planning and approving nearly every step of the ""This Is It"" business plan."
349,3D3B8GE891QXUX7JRZPSLDVINJ5P9Q,6.0,4.8,3.4,21,128,83.3333333333,3.95238095238,66.6666666667,And a recent blog posting by journalist Paul Waugh of the London Evening Standard stated Reinfeldt was in contention by default.
350,3ZXV7Q5FJANN1IPSPG3EB9IMRYLCFR,4.2,3.0,5.4,14,75,28.5714285714,5.42857142857,57.1428571429,"And, as always, today I will do what I believe serves their interests best."
353,38RHULDV9XEGP7XN7F90Q02HZ6UWIA,4.6,5.2,3.8,19,102,71.0526315789,8.15789473684,63.1578947368,"And as you would expect, this new crop of super-powered phones are making heavy use of the mobile web."
355,3IZVJEBJ69J4QI7RG1KIS16U7H46ZH,5.6,5.4,5.4,24,153,70.8333333333,5.16666666667,58.3333333333,"And at the risk of maybe sounding undiplomatic, Pakistan has to have more internal investment in your public services and in your business opportunities."
356,3G5RUKN2EB2XRCV6BKC0HOQNN449NE,4.4,4.2,4.2,19,111,63.1578947368,3.21052631579,63.1578947368,"And believe it or not, Sen's contract, while longer than Sinegal's, is actually a lot simpler than many others."
360,3Y40HMYLL0H0NYXDB1U0BM4Z23OUXA,3.4,2.0,5.4,12,64,66.6666666667,5.25,75.0,And does Yahoo really want poor Mrs. Fletcher as its new mascot?
362,3XEDXEGFX2NENCMQEB1RWL8QQ55K08,5.0,4.8,5.2,16,80,78.125,8.8125,43.75,"And, for all its faults, no one has come up with a better system than democracy."
365,329E6HTMSV1A44LNXYJAYJ6XTHPK33,2.6,4.2,4.2,18,95,66.6666666667,3.72222222222,61.1111111111,And fun fact: the school they filmed this is in is the school your cutie Anton Yelchin attended
367,3RQVKZ7ZRJIXO7IKA4GWB4WJHJP729,4.6,3.2,4.2,13,84,50.0,5.23076923077,69.2307692308,"And here are five more stories we thought were important, thought-provoking, or fun:"
368,3UV0D2KX1LIK6ECDW1XWSB6YZL44F6,4.2,4.2,3.2,12,77,70.8333333333,1.58333333333,91.6666666667,* And here's today's very amusing installment in the Alan Grayson chronicles.
372,3MNJFORX8A322XGDA6G6X3CCZHZF5M,5.2,4.8,4.2,41,210,58.5365853659,5.85365853659,53.6585365854,"And I can say that because I think there has to be, in any partnership, but more importantly in any plan for your own economic future, a hard look at where you're going to get the resources to meet these needs."
380,337F8MIIMYCT9AXNTJEBP4JUTJG04Z,3.0,4.0,3.2,32,179,62.5,5.625,59.375,"And if you're still scrambling for a costume, we happen to love these hallow-memes, but good luck trying to pull off anything remotely as cool as the the real life iPhone costume."
384,3KWGG5KP6I1T7SH9B37R6Z2VOZXCMY,5.8,5.6,3.2,41,246,69.512195122,4.0,51.2195121951,"And, in a district that hasn't elected a Democrat since the Civil War, the Republican candidate today, four days before the election, announced that she is standing down - all but assuring that the Democratic candidate will fail there on Tuesday."
385,3XH7ZM9YX1TI6ANY4RTHQ8VXO1T9R2,3.8,3.8,6.0,16,91,65.625,2.5625,62.5,"And in fact, it seems that cronyism and money trump gender and racial identity, even still."
387,36JW4WBR05JEIQ08B8HFM0F24QQHF5,3.2,3.0,4.6,10,64,35.0,3.9,80.0,"And, interesting enough, up pops Tom Reynolds to comment, again."
392,3U18MJKL1TLZPA29N4MRJERVTP7CNY,3.2,3.8,5.2,8,51,43.75,3.875,62.5,And it will be penalties for violating regulations.
393,3RZS0FBRWJ9ZSVEM3JZJN3WQT48CPU,3.4,4.4,4.0,3,14,16.6666666667,0.333333333333,33.3333333333,And it worked.
394,3XDSWAMB21RKS7F13WE8N8M0Y0UCQL,2.4,2.8,4.8,5,26,10.0,0.8,60.0,"And it works, pretty well!"
396,31GN6YMHLOR5JL0JCR3EU28484XSWZ,1.2,2.6,3.6,15,73,53.3333333333,6.66666666667,53.3333333333,"and lol this was filmed right down the street from me, so enjoy my 'hood."
