Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence
65,3L55D8AUF9WT196NU6V20UP2X99CYM,2.8,4.6,4.2,5,35,80.0,3.0,100.0,50 kb/s doing Scottsdale.AZ server.
67,3BA7SXOG1IPIS54OZZN3QC0M4VA8RB,3.0,4.4,3.4,12,57,66.6666666667,4.16666666667,41.6666666667,5. Leave the Port as 9100 (default for me already in box)
68,3WGCNLZJKE76GV1YIDJ46DWABOCD1P,2.4,5.6,4.2,8,43,81.25,2.625,75.0,5)Many spas around- try the Mirror Lake Inn
73,3HA5ODM5K9RS4W0EMHYI80PQ1VTSVN,3.0,4.0,4.4,5,29,70.0,4.0,60.0,"6. click the ""Forward"" button"
75,3X2LT8FDHVHN01LAYTX9DB83WAP8WE,3.8,5.8,3.8,20,119,80.0,3.2,65.0,"6) There are many great restaurants- Mirror Lake Inn, the Interlaken, Great Adirondack Steak and Seafood to name a few."
78,351S7I5UG8VMXO8FXW3D6I4QJ9ENJL,4.4,4.4,2.6,11,63,81.8181818182,2.81818181818,45.4545454545,7. Select the Printer manufacturer and the model from the lists
79,3SBNLSTU6T43BRM6QOSWY7GMO3QDZF,3.2,3.4,3.2,3,17,83.3333333333,3.66666666667,66.6666666667,"8. click ""Apply."""
83,3ULIZ0H1V94BCIM5371L818IY7F156,2.4,3.6,4.4,9,42,77.7777777778,4.66666666667,66.6666666667,A 2 room suite or adjacent rooms is great.
92,35F6NGNVM7IR86CXTJ0SCR59HW0T7L,1.0,2.2,3.6,6,29,83.3333333333,9.66666666667,66.6666666667,A BIG THANKYOU GOES TO holli!
102,3NCN4N1H1FGGF5A394QW8ULDB46BNP,3.0,4.6,4.4,22,122,61.3636363636,9.0,50.0,"about wifi-radar: it shows me the same networks as network manager, but it does a better job of getting connected to them."
114,388FBO7JZQSCSD3EJW4GG5JEWDNNYF,4.8,6.0,4.8,24,170,75.0,3.66666666667,75.0,"According to my correspondent, this is a unique chance to sample home-style traditional Polish fare, including white borscht, pierogies, blintzes, golambki and much more."
117,37M4O367VIH8878UWTKJSTWLWIAM5Z,4.0,5.8,4.2,30,169,78.3333333333,5.23333333333,60.0,"According to other forum posts on the web, someone was able to get this working on Cingular with the proper init/dial string, but this would be specific to the provider."
123,3OND0WXMHVEMCC0CGXX94IU2SPAHEM,2.6,4.6,3.4,15,148,70.0,2.13333333333,80.0,"According to this guide:  http://www.askdavetaylor.com/how_do_..._mac_os_x.html  I just need to add ""defaultos=macosx"" to the /etc/yaboot.conf file."
129,3CMIQF80GMPVCQ60T51518UQ2EI6QM,1.8,3.2,4.4,47,239,67.0212765957,6.74468085106,57.4468085106,"a couple of friends and i decided last minute we wanted to come to Ney York for New Years and the only hotels available are in Flushing, are there any subways near the hotles ion Flushing that will take us to times square or close to that?"
130,3D4BBDG7ZGVSL69Z5L2CA0TPO8FC3H,2.4,4.4,3.4,6,34,66.6666666667,4.33333333333,66.6666666667,A couple of Marriotts just opened.
131,3RHLQY6EDS3N8UYH5V264B3DN8N4DU,3.0,4.8,4.4,14,69,64.2857142857,4.85714285714,57.1428571429,A couple of things to note first: You need Alien to convert the RPMS.
135,3MXX6RQ9EU4WXR17A4T145K21RQP4T,2.0,2.8,4.2,29,177,51.724137931,3.86206896552,62.0689655172,"actually: do you (or anyone else here) happen to know whether it could work to simply write a udev-rule that executes a script on ACTION==""remove"" that spins-down the harddrive?"
136,3QD8LUVX4WXJ2J7YA0MS3ACJ3MUX5U,2.8,4.0,3.2,6,37,58.3333333333,3.33333333333,83.3333333333,actually it was an xorg.conf problem.
137,3EPG8DX9LJPETA57O9CB9XQG1NLP5Y,1.6,2.6,3.2,24,120,62.5,3.83333333333,54.1666666667,"Actually, LOl, it's a really old one, like 32 mb kinda sad really, this thing belongs more in a museum than in a school."
138,368IUKXGA47ACE5LTSMG134GXIWP6E,1.4,3.8,4.8,20,111,25.0,5.7,55.0,"actually, now that you mention it, i think it does only crash after exiting if i have tested the presentation.."
142,3PGQRAZX01J98QVJRSL2FZTKJCVYS2,2.6,4.2,5.2,8,41,56.25,6.0,75.0,"""Add a printer"" dialog should show up now"
144,36U4VBVNQNCGQ2B122O8M4IB1M2RUA,4.6,6.0,4.4,8,63,62.5,9.125,75.0,Add the following lines to your /etc/modprobe.d/blacklist file:
146,3T2HW4QDUU6E08YFMU3M1DWBO0PC9Y,5.6,5.8,3.6,24,133,72.9166666667,3.875,66.6666666667,"A different display driver is used during boot, hence the fact that you see the Ubuntu boot splash, but not the Gnome log-in manager."
149,3KL228NDMULBYGXBSDQUHDV6XMTKGA,3.0,3.4,5.6,5,33,60.0,6.4,80.0,Admission to house; grounds free.
152,3PKVGQTFIGJX7BV6C3LXPPOOXADRY8,1.6,4.4,4.6,17,91,55.8823529412,4.70588235294,70.5882352941,"AFAIK, Linux doesn't use extensions to recognize the type of a file (I guess it uses MIME)."
153,3XAOZ9UYRYQ05453NZPO6C39U321QJ,2.2,5.0,3.4,20,112,47.5,7.75,75.0,"afaik ""remove"" in udev means unplugging the device, so trying to spin down the hard drive then would be useless."
169,3DTJ4WT8BCE83X06MJ3G4PY7OFREZ9,5.0,4.8,3.4,12,68,62.5,8.91666666667,66.6666666667,"After a few minor partitioning struggles, it is up and running fine."
170,3DWGDA5POE3SAC1K9YJYCZ2HBVH1VD,5.2,5.6,2.6,13,64,73.0769230769,4.53846153846,53.8461538462,"After a few seconds, you should see a new icon for your printer."
179,3Y7LTZE0YSLPSTXSCJIL87KAA3LUZ6,2.4,2.6,4.8,17,93,38.2352941176,7.23529411765,70.5882352941,"After checked all log files it doesn't say has a too high frequency, so I can't understand..."
183,3RKHNXPHGVVU3YY6CIFBLSWX6U8KUA,3.8,4.2,2.8,11,57,63.6363636364,10.9090909091,54.5454545455,"After going to some issues, I got XMMS working on Ubuntu."
190,3TUOHPJXYGWDF2MI6191TAPWNJYXWB,1.8,4.2,3.8,16,104,46.875,3.25,56.25,"After reading Squinky's how to I copy/pasted his /etc/ppp/peers/tmobile , gc89chat files it was 3 files."
193,3JHB4BPSFJ8IU98YRC4HLILSSFQQ9H,2.4,5.0,3.6,20,129,72.5,6.05,55.0,"After some google search, I found that people all mentioned that   in /etc/X11/xorg.conf :  There is a section called ServerFlags"
198,32XN26MTXYIP7I48ZBDSBLL5F59L0B,3.2,4.6,3.2,22,117,54.5454545455,3.40909090909,50.0,"After the visit, it instantly became one of my favorite breweries and still is (but you must like that kind of beer)."
200,3WRAAIUSBIYG8PJF5WD9BLS5V0WAXE,2.2,4.8,4.8,22,122,65.9090909091,2.5,45.4545454545,"After trying a number of complicated things, I happened to uninstall all of OO and reinstall it from the repos (in Adept)."
202,37SOB9Z0SRWLOA35IYVBDJJCIHTL36,3.4,4.4,4.8,10,69,40.0,4.9,80.0,Afterwards postgresql should start up as usual and everything's fine.
206,3ZLW647WAKUFNOHX8SD6YNK3CH3320,4.2,4.4,3.2,13,81,65.3846153846,9.15384615385,61.5384615385,Again in your home directory run this command and post your xsession-errors file.
207,37G6BXQPLPKZP5ZFZNK3DWM3JC6QER,2.2,2.2,5.0,6,40,16.6666666667,2.16666666667,100.0,Again maybe someone locally can respond.
212,3WGZLY9VCGLORVLJHYSJLNJIPUK8D6,2.8,4.4,3.4,14,71,75.0,6.71428571429,50.0,A good location near subways is one of the most important things to us!
219,3N5YJ55YXF2BWV5B3QQ0DJ17TMLNA6,1.4,2.8,4.6,6,51,75.0,1.16666666667,116.666666667,"Airport Extreme Connection, iBook G4...please help!"
220,3DZKABX2ZH4CXFBIPV8ITVL8FS8VCX,4.0,4.6,4.8,15,73,70.0,6.26666666667,60.0,(a) It's probably just a good idea to keep a backup of the original file.
226,3JMQI2OLFY49U28NN0H23K9DEPIND8,3.2,1.4,6.0,1,7,100.0,0.0,100.0,Alas...
228,3CVDZS288GZ0A41J25XSE5NYLCOFMB,3.2,5.2,4.0,22,113,63.6363636364,5.63636363636,59.0909090909,Albany is about 2 hours east of Cooperstown towards Boston and it is easy to get on the Mass turnpike from there.
232,3L2OEKSTW89RP6GADUFXY8TJ7IPY83,1.8,2.2,4.8,15,60,70.0,7.33333333333,40.0,"A little bit of that makes sense to me, but not a lot of it."
239,304QEQWKZOJXD375C3TK32PZAAF0O8,2.6,3.6,4.2,6,22,33.3333333333,7.33333333333,66.6666666667,All I can do is guess.
240,3538U0YQ1ETZOIT9WNSDI6ESLL83FK,3.6,5.0,2.4,36,186,70.8333333333,8.75,52.7777777778,all it is is a system of boardwalks built on the rocks in front of the bridal veil falls (the smaller falls between the american and horseshoe falls that wont kill you if you get close).
244,31MBOZ6PANQ91AZOBR6C6MN6OU6LC4,2.2,2.0,4.4,5,27,40.0,3.0,60.0,"allright, that might be it."
252,34KYK9TV2Q7DVI28H07I7OVJY3FBS2,2.4,2.8,4.4,10,51,40.0,6.3,80.0,All very good just depends how much space you need.
268,3ACRLU860MDCLZXQG5NDI7R4XC6EB4,1.2,1.4,5.2,10,52,30.0,8.4,60.0,"alright, well, i guess i just made a newbie mistake."
269,389A2A304NHW4EA2MYKT82VILWWC0N,2.8,4.8,3.0,13,84,76.9230769231,4.07692307692,69.2307692308,also after configuring many times the server and fixed all parameetrs in yaboot.conf
270,31SIZS5W58EOY94KLT43C3LMY1XRQ6,3.0,3.6,5.2,13,58,53.8461538462,6.61538461538,76.9230769231,Also a must see if you have kids is FAO Schwarz toy store.
271,3ZVPAMTJWM2XLKA6IXZRIPHKSEOGR0,2.0,1.6,4.6,6,34,66.6666666667,1.33333333333,66.6666666667,Also any other hotels to consider?
272,3BKZLF990YYXVAG6ZOWXKZEJ1OBQY6,4.4,4.2,3.8,22,117,59.0909090909,9.13636363636,59.0909090909,"Also, check out Hotels on the right of this page to see reviews from visitors that have already come and stayed here."
273,36GJS3V78UPGNWRTASQIGYVTIXUJGB,3.4,2.6,4.0,9,49,50.0,11.1111111111,88.8888888889,Also does Plattsbugh Air Force Base still exist ?
275,3BJKPTD2QBB1QPWC2XYYH8W9I8WRTK,2.8,3.2,3.6,11,55,59.0909090909,8.36363636364,63.6363636364,Also having a hard time deciding which area to stay in.
276,37VUR2VJ69OWB3VKIHOTM7ESQO2C1Q,4.2,2.2,4.0,6,48,33.3333333333,3.16666666667,100.0,Also hotel recommendations would be appreciated.
277,386659BNTKGCHB0461V9R6CRHZ510M,2.0,4.2,5.0,12,66,45.8333333333,5.08333333333,66.6666666667,Also icons from my desktop dropped out and my desktop is inactive.
278,3D0LPO3EAAYUAY3QKB4TVUJJMNTYO6,4.2,4.8,3.6,22,118,68.1818181818,3.54545454545,54.5454545455,"Also, if it's a cold day, you might want to warm up at the Butterfly Conservatory on the Niagara Parkway (in Ontario.)"
279,3HEADTGN2ORG3H017SYDIQKUFTCRV0,1.8,4.4,3.4,28,142,60.7142857143,3.39285714286,57.1428571429,"Also, if you like Wine, there's a nice Wine Bar / Restaurant downtown (I forget the name) , near the DMV....at least it was there 3 years ago!"
280,3SNR5F7R91SM87BWMFFU4UVHS2QEID,3.4,5.6,2.0,14,98,67.8571428571,2.64285714286,78.5714285714,Also if you want full functionality of your printer try the HPLIP software: http://hpinkjet.sf.net
281,3H781YYV6SHCHLR7GREYI1XQ3J5TE8,3.2,5.0,4.4,14,65,42.8571428571,3.28571428571,71.4285714286,Also I'm choosing Holiday Inn so that I don't need to rent a car.
282,3VI0PC2ZAXJ5ATDGFFIRCGCAKH0OXR,3.0,3.0,4.4,8,47,87.5,7.375,62.5,Also interested in a great place for breakfast.
284,3PKVGQTFIGJX7BV6C3LXPPOOXAERY9,3.6,2.8,3.6,28,134,55.3571428571,7.78571428571,60.7142857143,"Also, is there a way to have it spindown  while not in use for a certain period of time and come back on when the  drive is requested?"
285,375VSR8FVV8XC15B8PNG3WXQ34IRZ0,3.4,5.0,3.4,22,125,45.4545454545,6.95454545455,63.6363636364,"Also, it will show a little alert next to the monkey face down in the corner, ""_____ script has been installed successfully."""
286,3OJX0UFJ0Y6AM2FF8LOMVJIHV0XU9R,4.2,4.6,4.4,22,110,40.9090909091,5.59090909091,59.0909090909,"Also, I would only install ubuntu if you had an extra OSX install disc somewhere, in case you want to go back."
288,3KWGG5KP6I1T7SH9B37R6Z2VOZXMC8,3.0,3.6,4.4,15,97,33.3333333333,5.33333333333,86.6666666667,"Also, looking back at threads since Breezy was released, there's lots of ""<layout> doesn't work""."
289,3XT3KXP24YXIVSIHGXWWS634B426IK,2.0,4.6,2.8,20,130,65.0,5.2,90.0,"Also, Moreau State Park is nice but a bit further and I'm not sure if they have RV hook-ups nysparks.state.ny.us/parks/info.asp..."
290,3XQ4XW3OD8BJ752CY7E76VSF4X2S2H,3.6,4.4,5.0,12,73,45.8333333333,6.5,75.0,"Also, my boot process was failing well before attempting to initialize X."
292,32FESTC2NGPCK0MIK5YDX9JP1L0UC8,3.6,4.4,4.0,6,40,75.0,4.66666666667,66.6666666667,"Also, print out xorg.conf for reference."
293,3QQUBC64ZDDNS8D4E0IEXRC5U7UNXA,3.8,5.2,4.0,10,48,45.0,7.1,50.0,"also, remember to back up any files you wish to."
296,3TCFMTM8HDNJDL3ILOZNAU56EXP126,2.4,2.8,2.6,7,43,85.7142857143,6.42857142857,71.4285714286,Also some good independents on Main Street.
297,33BFF6QPI0A1Z4F4MC2DMU0SGOXW3A,2.4,3.8,3.6,10,48,50.0,4.4,70.0,Also the install that I am using is prety fresh.
298,3CMV9YRYP20W9O5ULJNYTQ01EEGJLH,3.4,5.0,3.4,6,30,58.3333333333,12.1666666667,66.6666666667,"Also, the LED light stayed on."
300,3QI9WAYOGPA7P6LDL9QAW89RK24S6Y,4.4,5.4,3.2,27,139,66.6666666667,5.25925925926,55.5555555556,"Also to get to the restaurants, shops and even the lobby of the hotel, it is a smoking property, so there will be people smoking in public."
301,3SA4EMRVJU1FY3J6R36ZS2UPKFBP0E,2.6,4.8,3.6,27,159,48.1481481481,3.51851851852,81.4814814815,"Also under trip advisor feb 6,2006 was: Traveler rating: 4 circles were shown, only 1 wasn't which is excellent rating, sadly that doesn't copy and paste here."
303,3LB1BGHFL1VANQ8YGSQSP4P6LVAYTS,3.2,2.6,3.6,27,124,68.5185185185,7.33333333333,51.8518518519,"Also, what area is the best to stay in, to be close enough to all the sites but with plenty of places to eat in the evening."
304,3GMLHYZ0LDWPN3NNGXG2U0B849HYUJ,2.4,2.6,4.0,10,74,30.0,0.6,70.0,Also what happens when you run:  sudo dpkg-reconfigure -phigh xserver-xorg
305,3KVQ0UJWPWK4DJ280VQ61RYCUKOW50,3.0,4.4,3.8,15,75,23.3333333333,3.6,73.3333333333,"Also, when i try to eject it almost every time it says cannot eject volume."
306,38EHZ67RILR6O4XEDP3AWQNAMRPMGI,3.0,3.6,4.8,4,22,75.0,9.25,75.0,Also with Open Office.
307,3Z56AA6EK3Z4RB881CUOKZALSDM6M0,2.0,3.2,4.2,6,43,25.0,2.5,100.0,Also you shouldn't miss Whiteface Mountain.
308,3XU80RHWHYFA8YFOCK1D1797AVV44I,3.8,5.6,2.6,16,103,50.0,6.25,68.75,"Alternatively, I can use the script above (or just sdparm --command=stop), and the drive stops humming."
309,3PMR2DOWON0S4HJOQPKN6ZFLARQ45N,4.8,5.0,3.4,18,116,58.3333333333,5.27777777778,72.2222222222,"Alternatively, you can look up their menu at www.menupages.com, but note that some may have special Christmas menus."
322,3QMELQS6Y4AVORL06KQ56Y4VY0L6RO,2.2,4.8,4.4,8,40,62.5,7.0,87.5,amaroK is also a very good audio player.
328,33W1NHWFYGKASGI3CESB3BY8RPFZTL,2.0,3.6,3.0,8,42,18.75,4.875,50.0,Am I limited to manually searching via ls?
329,3PA41K45VM3TGEJQC2R87H4CSTHP7E,2.2,2.0,3.0,6,26,50.0,6.33333333333,33.3333333333,Am I wrong on that though?
339,3UAU495MIHRDTPJLAA74S9D6QZJUO5,4.2,5.2,3.4,19,111,76.3157894737,7.10526315789,68.4210526316,A more elegant solution would be to go to  System Settings and on the top (Personal) click Default Applications
345,3XBYQ44Z6O36YLDY1R84474QANATWO,4.4,5.4,3.8,12,59,75.0,7.66666666667,75.0,A national airport will be built at the old Air Force Base.
348,33Q5P9PUSOLT6ZGSQSXLE1Y433EZC1,2.4,2.0,5.0,7,37,64.2857142857,3.71428571429,57.1428571429,And apeared to have the same problem.
352,37VE3DA4YTGO59OS66VJ3AOHPSYHBN,3.4,2.8,3.8,17,79,50.0,6.35294117647,64.7058823529,And as helpful as the MOL wiki page was I still can't seem to get this working.
357,3UV0D2KX1LIK6ECDW1XWSB6YZL4F4H,1.6,4.6,3.6,6,29,25.0,4.16666666667,50.0,"and believe me, we have snow!"
358,3LXX8KJXPV8F9XVICZCDWDQSDE99OT,2.8,5.2,4.4,35,173,58.5714285714,3.25714285714,57.1428571429,"And BTW, if I add Scribus to the default programs list it will appear twice in the contextual menu and it will appear in the menu of plain text files, which I don't want to."
361,386659BNTKGCHB0461V9R6CRHZ601M,1.4,2.2,2.6,13,60,42.3076923077,7.0,53.8461538462,and everything is fine tell i try and update and i get this.
363,3E9ZFLPWOXRVE72DHK5MSJGO881XI5,3.0,3.8,4.0,20,102,52.5,4.75,50.0,"And for the original question, no idea, have you tried renaming it to .iso, just to check if it works?"
364,3IYI9285WRZ36KBO86UZQ7AEK52CJU,2.8,1.6,5.2,5,27,70.0,7.2,60.0,And found a quick solution:
369,3Y7LTZE0YSLPSTXSCJIL87KAA3MUZ7,1.8,1.4,4.4,6,22,25.0,4.83333333333,50.0,and how can i fix this
370,3UQVX1UPFRGJ6WI0P5VNWPMW95K023,3.4,2.0,4.2,10,41,30.0,3.6,50.0,"And how do I use ""ybin -v"" to install it?"
371,3EAWOID6MSWS3NG2DFFYYUJ763CV05,3.2,2.4,4.2,10,52,45.0,6.3,70.0,And how much is the cab going to cost approximatly??
373,33W1NHWFYGKASGI3CESB3BY8RPETZE,1.2,3.4,4.4,13,64,34.6153846154,7.30769230769,53.8461538462,and i cant turn symnaptic on for somereason i cant even find it.
374,3RTFSSG7T75IF85TSI6DIGU9GAOWLO,1.4,3.8,4.4,9,41,55.5555555556,3.44444444444,66.6666666667,And I don't have that many gigs of music.
375,3KA7IJSNW54GIQMGPJ3OCJQ8BJ8PB0,3.0,2.0,3.2,9,50,38.8888888889,1.11111111111,66.6666666667,"And, if anyone knows, where might we rent bikes???"
376,3A3KKYU7P2G2LQNESU7SIT9YGFEWMQ,4.2,2.8,3.6,5,35,90.0,1.4,60.0,and (if applicable) Airport extreme
377,307FVKVSYQE7RLX7EIZK4JTH1XL745,2.2,4.2,5.4,27,137,44.4444444444,5.37037037037,62.962962963,"[And, if I switch to them, I can't even switch back. Have to go to a separate computer, ssh in and restart gdm. *very* annoying at best.]"
378,3ZG552ORAL3ZZXJGS2JCHICM31WV2P,2.2,1.6,2.6,8,38,25.0,4.75,50.0,and if so were you accepted or denied?
379,3AC6MFV69JHKN7R8CKBMPSVKGVJZHA,3.6,5.8,3.4,29,169,55.1724137931,2.93103448276,58.6206896552,"and if you don't want to dual-boot, if you only want to have ubuntu installed, just select the option ""Erase entire disk"" during the partitioning process of the install."
381,3ECKRY5B1PVKJ22SI2T7P4WZG8YZI3,3.0,3.0,5.0,16,80,53.125,2.25,43.75,"And if your with someone let's say ""out of Shape"" will it be difficult for them?"
382,3SZYX62S5FZPN417SNIU9BZV1TG75A,2.2,3.6,3.8,30,152,43.3333333333,5.26666666667,53.3333333333,"and I had previously typed in the passord before running the script so it didn't need to ask again for it, but it doesn't seem to work without the sudo?"
383,37VUR2VJ69OWB3VKIHOTM7ESQO21CF,1.4,1.8,4.6,3,16,33.3333333333,0.0,66.6666666667,And I'm serious.
388,36QZ6V1588CSRHBEHRODCEN7NOMSU0,3.0,2.8,3.2,17,92,61.7647058824,7.17647058824,52.9411764706,And I presume the right click option then doens't get the rights or prompt for the password.
389,3H6W48L9F3O86TKRKAZKZX3TLKPWPM,2.6,2.8,3.4,15,75,56.6666666667,6.86666666667,60.0,And it hard to see if the original pppd script is still repeating in there.
390,3UEDKCTP9UPS5NMAZAM0B0IDYJBK78,2.8,4.8,4.0,18,83,58.3333333333,4.38888888889,50.0,"And i think you need to use x86 cd of dapper, as new iMac uses the intel processor."
391,3RDTX9JRTX08OR3JVDVBLR4XNPZ791,3.0,4.8,3.6,17,80,52.9411764706,7.82352941176,52.9411764706,And it's right on the inlet so you get to see all the boats entering the harbor.
411,3O2Y2UIUCPT5KG1GHTKCZSVUW7UFK7,2.4,3.0,5.4,15,71,63.3333333333,3.8,40.0,"and of course for the bit of software that came with it, it will serve."
414,3TLFH2L6Y8NKM5FRN7JXG0O16GH2TH,3.2,2.4,5.2,5,27,90.0,0.6,60.0,"And of course, Lake Grorge."
419,3OCZWXS7ZN6O2PQ9WHJ4SGHWWDM5LI,4.8,5.6,3.2,30,173,71.6666666667,4.26666666667,50.0,"And printing a PDF-file straight to the printer with ""lp file.pdf"" puts the printer all of a sudden in double-sided mode -- even though I have it configured as single-sided."
427,306W7JMRYXXVCYNZ321DQXVIM998B0,2.6,4.0,5.4,12,69,58.3333333333,3.33333333333,66.6666666667,And someone said that certain mp3's will cause gstreamer to bail out.
428,3NSCTNUR2YM766Z5ZQUEJ21L21MA54,3.6,2.8,3.0,7,32,57.1428571429,0.571428571429,28.5714285714,and thank you all for your help.
440,3MIVREZQVGX2B5RPV9V6BRZ8393KQ6,3.2,4.8,4.2,12,71,62.5,4.16666666667,66.6666666667,And then I have to install the new bootstrap loader configuration file.
442,3IHWR4LC7CC5Z6159CTUCKZVHZT8I9,2.8,2.0,5.4,5,29,40.0,4.4,60.0,And then there is location...
445,3P520RYKCG5RLFD35VB5J3DF94F5UC,2.6,2.2,3.4,5,25,20.0,1.8,100.0,And then X doesn't start?
